dataset,family,graph,n_neighbors,repeat,alpha,sigma,gamma,graph_seconds,affinity_bytes,nnz_affinity,accuracy,ari,nmi,purity,eigensolver_seconds,post_kmeans_seconds,total_seconds,embedding_distortion,error
digits_0136,digits,knn_rbf,4.0,0,0.7,2.6366298567416844,0.07192364239376137,0.0037044169999997933,53804,4242,0.7803867403314917,0.6919206312292072,0.8066062285166449,0.7803867403314917,0.12927487500000012,0.018423458000000004,0.15140274999999992,7.70311008712131,
digits_0136,digits,knn_rbf,4.0,1,0.7,2.6366298567416844,0.07192364239376137,0.0038257919999997725,53804,4242,0.7831491712707183,0.6984004209030253,0.8155027784479787,0.7831491712707183,0.13421429200000023,0.01571850000000019,0.1537585840000002,7.709467575299876,
digits_0136,digits,knn_rbf,4.0,2,0.7,2.6366298567416844,0.07192364239376137,0.00427741699999995,53804,4242,0.7831491712707183,0.6984004209030253,0.8155027784479787,0.7831491712707183,0.13527304199999968,0.015917124999999643,0.15546758399999927,7.709467575299876,
digits_0136,digits,knn_rbf,4.0,3,0.7,2.6366298567416844,0.07192364239376137,0.004326583000000106,53804,4242,0.7831491712707183,0.6984004209030253,0.8155027784479787,0.7831491712707183,0.13506666699999936,0.015180791999999776,0.15457404199999925,7.709467575299876,
digits_0136,digits,knn_rbf,4.0,4,0.7,2.6366298567416844,0.07192364239376137,0.0038036669999996775,53804,4242,0.7803867403314917,0.6919206312292072,0.8066062285166449,0.7803867403314917,0.13476087500000045,0.015616958000000736,0.15418150000000086,7.70311008712131,
digits_0136,digits,knn_rbf,6.0,0,0.7,2.753773178232879,0.06593464514031976,0.004502915999999857,78404,6292,0.7803867403314917,0.6934432388855737,0.8097286739380185,0.7803867403314917,0.09332295900000087,0.015913832999999933,0.11373970800000066,23.368048153243933,
digits_0136,digits,knn_rbf,6.0,1,0.7,2.753773178232879,0.06593464514031976,0.004416416999999839,78404,6292,0.7803867403314917,0.6934432388855737,0.8097286739380185,0.7803867403314917,0.0931610420000002,0.015392665999999444,0.11297012499999948,23.368048153243933,
digits_0136,digits,knn_rbf,6.0,2,0.7,2.753773178232879,0.06593464514031976,0.004423292000000245,78404,6292,0.7803867403314917,0.6934432388855737,0.8097286739380185,0.7803867403314917,0.08968716700000012,0.01514408300000003,0.1092545420000004,23.368048153243933,
digits_0136,digits,knn_rbf,6.0,3,0.7,2.753773178232879,0.06593464514031976,0.004132833999999974,78404,6292,0.7776243093922652,0.6846240966611341,0.8000447951823636,0.7776243093922652,0.09705245900000037,0.015560333999999898,0.11674562700000024,23.30878661269585,
digits_0136,digits,knn_rbf,6.0,4,0.7,2.753773178232879,0.06593464514031976,0.004561625000000014,78404,6292,0.7776243093922652,0.6846240966611341,0.8000447951823635,0.7776243093922652,0.09563716700000047,0.021989458000000184,0.12218825000000066,23.30878661269585,
